Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler
"Hanaveien 21A, 4327 Sandnes",2890000,76092,2966092,3411,0,Leilighet,Eier (Selveier),2,68 m²,72 m²,4,2015,B - rød,Nydelig endeleilighet i 4. etg med 2 soverom. Lun terrasse på 12 kvm. Heis. Parkering i lukket anlegg.,Krogsveen avd. Stavanger
"Astraveien 44, 4021 Stavanger",2590000,258900,8626,2857526,4338,Leilighet,Andel,2,85 m²,89 m²,3,1979,E - rød,Flott og innholdsrik leilighet i 3 etasje med god planløsning. En balkong og en terrasse. Parkering i lukket garasje.,Krogsveen avd. Stavanger
"Badehusgata 45, 4014 Stavanger",5190000,9126,5199126,4329,0,Leilighet,Andel,3,97 m²,100 m²,6,2006,F - rød,BUD foreligger til 28.06 kl 12. Stor 4-roms toppleilighet med to balkonger beliggende helt i sjøkanten med flott utsikt.,Krogsveen avd. Stavanger Øst
"Sandeidgata 7, 4012 Stavanger",2690000,68592,2758592,6734,0,Leilighet,Eier (Selveier),1,67 m²,67 m²,3,1919,,Leilighet med særpreg i flott murhus beliggende på Storhaugs beste vestkant.,Krogsveen avd. Stavanger Øst
"Gyldenløves gate 2A, 7014 Trondheim",2590000,66092,2656092,1100,10892,Leilighet,Eier (Selveier),1,35 m²,35 m²,3,1898,G - rød,Tiltalende selveierleilighet med ypperlig beliggenhet i byggets øverste etasje |Lave felleskostnader |Sentralt boområde,Krogsveen avd. Trondheim
"Okstadvegen 345, 7075 Tiller",3590000,91092,3681092,2002,8400,Leilighet,Eier (Selveier),2,74 m²,74 m²,2,2010,C - mørkegrønn,"3-roms selveier fra 2010 med upåklagelig utsikt og lang solgang. Stor veranda, parkering, lave felleskost, TG0/1 på alt",Krogsveen avd. Trondheim
"Kirkerønningen 83, 3145 Tjøme",1500000,1191776,9126,2700902,7918,Leilighet,Andel,2,68 m²,72 m²,2,2007,E - oransje,"Lekker, delikat og høytbeliggende endeleilighet i 2.etg. En fantastisk veranda med sol fra morgen til kveld. Carport med",Krogsveen avd. Tønsberg
"Nørvegata 30C, 6008 Ålesund",1650000,476977,1132,2128109,4746,Leilighet,Andel,2,64 m²,64 m²,1.0,1956,F - oransje,3-roms andelsleilighet med sydvendt balkong på 13 m2|Flott utsikt|Parkeringsplass|Veldrevet privat borettslag|Lave kjøps,Krogsveen avd. Ålesund
"Vestre Aspehaug 6, 6010 Ålesund",2300000,130655,1132,2431787,3760,Leilighet,Andel,2,77 m²,78 m²,3,1981,F - rød,Andelsleilighet med balkong|Garasje|Solrikt og flott utsikt|Kort veg til Moa,Krogsveen avd. Ålesund
"Nedre Strandgate 43A, 6005 Ålesund",3590000,91092,3681092,3858,0,Leilighet,Eier (Selveier),3,81 m²,84 m²,3,2016,B - mørkegrønn,Bølgen Atrium - Lekker og tiltalende 4-romsleilighet | Heis | Parkeringsplass tilrettelagt for lading | Fjernvarme,Krogsveen avd. Ålesund
"Eystein Orres gate 11, 6005 Ålesund",2100000,53842,2153842,1500,0,Leilighet,Eier (Selveier),1,65 m²,65 m²,1,1959,E - gul,2-roms selveierleilighet med sørvest-vendt balkong | Lave felleskostnader | Peis | Utsikt |,Krogsveen avd. Ålesund
"Moa park 4, 6018 Ålesund",1600000,249000,1132,1850132,5155,Leilighet,Andel,1,57 m²,62 m²,6,1999,D - mørkegrønn,Andelsleilighet med sentral beliggende på Moa | 1 soverom | Vestvendt balkong | Heis | Livsløpstandard,Krogsveen avd. Ålesund
"Brunholmgata 1C, 6004 Ålesund",6800000,4188,171342,6975530,3458,Leilighet,Eier (Selveier),2,127 m²,130 m²,1,1988,F - rød,Stor og tiltalende eierleilighet med unik beliggenhet i sjøkanten i Brosundet|2 soverom|2 balkonger,Krogsveen avd. Ålesund
"Betzy Kjelsbergs vei 15, 0486 Oslo",3700000,182094,9126,3891220,3584,Leilighet,Andel,1,53 m²,53 m²,4.0,1960,D - oransje,Romslig 2-roms oppussingsobjekt - Bad fra 2011 - Balkong m/ utsikt - Heis - Fyring/v.vann inkl. i FK - Markanært,Krogsveen avd. Årvoll
"Bøkkerveien 24C, 0579 Oslo",10900000,272500,11172500,5157,0,Leilighet,Eier (Selveier),3,98 m²,101 m²,5,2017,D - mørkegrønn,Lekker topp-/endeleilighet m/ privat takterrasse på 57 kvm + to balkonger - 2 bad - heis - garasje!,Krogsveen avd. Årvoll
"Blomhaugane 66D, 5943 Austrheim",2200000,62420,2262420,650,0,Leilighet,Eier (Selveier),3,96 m²,96 m²,2,2017,B - oransje,Nyere toppleilighet i etablert boligfelt i Austrheim,Laastad Stavenes Advokatfellesskap
"Herman Wildenveys gate 22B, 3292 Stavern",1890000,445196,7982,2343178,4588,Leilighet,Andel,2,67 m²,67 m²,2,1968,E - rød,Tiltalende og lettstelt 3-roms andelsleilighet i rolig område - nyere bad og oppusset innvendig - koselig balkong,Leinæs & Partners
"Sommerfrydveien 10A, 4842 Arendal",5990000,158742,6148742,2593,15850,Leilighet,Eier (Selveier),3,136 m²,144 m²,2,2018,B - oransje,"Lekker og romslig leilighet på BRA 144 kvm. To balkonger, garasje og flott utsikt. Gangavstand til sentrum & båthavn.",Meglerhuset & Partners
"Cappelens gate 13, 3015 Drammen",3390000,93770,3483770,3214,0,Leilighet,Eier (Selveier),65 m²,65 m²,2,1880,G - rød,,BRAGERNES - 3 - roms selveierleilighet i klassisk bygård med god takhøyde - Supersentral beliggenhet!,Meglerhuset & Partners Drammen
"Ulstadløkkveien 4, 7067 Trondheim",3290000,536223,5060,3831283,4788,Leilighet,Andel,2,72 m²,72 m²,3,1911,F - rød,NYDELIG 3-ROMS BYGÅRDSLEILIGHET |Mulighet for 3 soverom |Nytt tak 2019 og brannsikret 2017| 4-5 min gange til Solsiden,Meglerhuset Nylander avd Lilleby
"PEDER FALCKS VEG 8, 7044 Trondheim",3790000,103320,3893320,2403,13400,Leilighet,Eier (Selveier),2,63 m²,63 m²,3,2016,C - mørkegrønn,"LEKKER 3-ROMS SELVEIER I 3. ETG MED SOLRIK VERANDA. Ny 2016, TG1 på alt. P-kjeller og heis. Fjernvarme. Sentralt.",Meglerhuset Nylander avd Lilleby
"Frostaveien 3 - B02-03, 7068 Trondheim",1156000,1734000,24460,2914460,3355,Leilighet,Andel,1,32 m²,32 m²,2,2,,Sørvendt 2-roms leilighet i 2.etg ut mot rolig bakgård | Stor solrik balkong på ca. 12 kvm | Lave boutgifter pr. mnd,Meglerhuset Nylander avd Nybygg
"Bergsligata 7, 7017 Trondheim",4590000,123320,4713320,2404,0,Leilighet,Eier (Selveier),3,103 m²,103 m²,1,1912,F - oransje,KLASSISK PEN 4(5)-R BYGÅRDSLEILIGHET I ILA - Gjennomgående pen standard - TG0 på bad&kjøkken - Sentral beliggenhet,Meglerhuset Nylander avd Søndre gt
"Karolinerveien 3A, 7021 Trondheim",1850000,15204,13054,1878258,2574,Leilighet,Andel,1,32 m²,32 m²,2,1967,E - rød,PEN 2-R MED ETTERSPURT BELIGGENHET - Gjennomgående fin standard - Perfekt for førstegangskjøpere og studenter,Meglerhuset Nylander avd Søndre gt
"Kyavegen 12, 7046 Trondheim",1590000,403847,5060,1998907,3487,Leilighet,Andel,1,25 m²,25 m²,2,2006,G - mørkegrønn,"NYDELIG, LYS OG SENTRAL 2-ROMS. 5-7 min på sykkel inn til Sentrum. Store grøntareal mellom husene. P -plass.",Meglerhuset Nylander avd. Moholt
"Fridtjof Øvrebøs gate 24, 5532 Haugesund",2550000,76022,2626022,2940,7363,Leilighet,Eier (Selveier),2,70 m²,70 m²,6,1990,F - rød,Fin utsiktsleilighet med terrasse og parkering - 2 soverom - Heis,Meglerhuset Rele Haugesund AS
"Stadion 17, 1671 Kråkerøy",3400000,1594,0,7219,7219,Leilighet,Eier (Selveier),1,41 m²,4,2020,Eiet,,Ny og lekker studioleilighet med rå utsikt langs elva - Dreieværste,Møller & Partners
"Bjønnan 64, Leil. 302, 6412 Molde",3350000,85119,3435119,1563,12800,Leilighet,Eier (Selveier),2,59 m²,59 m²,2007,C - rød,,"Leilighet med 2 soverom i 3. etg. Heis, garasje og flott utsikt.",Møremegling
"Sentervegen 109, 6440 Elnesvågen",3150000,80119,3230119,2113,6995,Leilighet,Eier (Selveier),2,59 m²,59 m²,2,1972,C - mørkegrønn,PÅMELDINGSVISNING MAN. 28/6 - Sentral 3-roms i 2. etg - Stor sydvendt veranda - Heis - Garasje,Møremegling
"Elias Kræmmers vei 9C, 3024 Drammen",2350000,222435,11263,2583698,4565,Leilighet,Andel,2,66 m²,66 m²,2,1960,,Gjennomgående og lys ende leilighet i 2.etg. Sydvendt beliggenhet. Garasje.,Nbbo Eiendomsmegling
"Gamlehaugvegen 46, 5230 Paradis",3800000,103820,3903820,2260,7416,Leilighet,Eier (Selveier),3,91 m²,91 m²,2,1950,,"Stor, romslig og flott 4-roms over 2 plan v/ Nordåsvannet med mulighet for båtplass i attraktivt område - Fast parkering",Nordic Bolig Bergen
"Kjenndalsbrotet 35, 5225 Nesttun",3290000,5843,91070,3386913,2000,Leilighet,Eier (Selveier),2,71 m²,79 m²,1,2011,D - rød,Innflytningsklar 3-roms eierleilighet med nydelig utsikt og stor terrasse - Elbil lader - Barnevennlig - God planløsning,Nordic Bolig Bergen
"Claus Frimanns gate 13, 5011 Bergen",3190000,88570,3278570,541,6682,Leilighet,Eier (Selveier),1,50 m²,54 m²,2,1900,,Nordnesidyll - Sjarmerende 2(3)-roms i 2.etg. - Vesentlig oppgradert - Rolig gate uten gj.trafikk - 3 min til Torgallm.,Nordic Bolig Bergen
"Ortuflaten 54, 5143 Fyllingsdalen",2300000,31792,15526,2347318,4832,Leilighet,Andel,2,68 m²,68 m²,3,1968,G - rød,Lys og fin 3-roms leilighet med sørvendt balkong! Sentralvarme og varmtvann inkl. i felleskostnadene,Nordvik Bergen
"Nattlandsveien 47, 5093 Bergen",2690000,343625,12968,3046593,5073,Leilighet,Aksje,2,59 m²,59 m²,1,1949,,Rålekker 3-roms med vestvendt balkong! Svært mye inkludert i mnd. felleskostnader. Busslinje rett utenfor inngangsdøra.,Nordvik Bergen
"Dag Hammarskjölds vei 55, 5144 Fyllingsdalen",2550000,444207,8032,3002239,5230,Leilighet,Andel,2,67 m²,70 m²,4,1966,G - rød,"Flott 3-roms toppleilighet med egen garasje- vestvendt balkong på 12,8 m² - Ingen dok.avgift eller forkjøpsrett",Nordvik Bergen
"Konows gate 15D, 0196 Oslo",3400000,826000,8032,4234032,9129,Leilighet,Andel,1,48 m²,52 m²,2,2006,E - rød,Lys 2-roms med vestvendt balkong - Garasjeplass - Egen ytterdør - Rekkehusfølelse - TA KONTAKT FOR PRIVATVISNING,Nordvik Bislett
"Mauritz Hansens gate 5, 0350 Oslo",9990000,251092,10241092,5256,0,Leilighet,Eier (Selveier),2,112 m²,112 m²,2,1892,F - oransje,KLASSISK ELEGANSE PÅ HOMANSBYEN/BISLETT - Særdeles tiltalende 5-roms - Rosett & Stukkatur - Sydvendt balkong ca. 4 kvm,Nordvik Bislett
"Holmboes gate 7B, 0357 Oslo",8275000,215000,3625,8493625,6383,Leilighet,Aksje,3,85 m²,85 m²,4,1938,E - mørkegrønn,Rålekker 4-roms med attraktiv beliggenhet på Majorstuen. 2 bad - Balkong - Peis - Pusset opp 2020. Ingen dok avgift,Nordvik Bygdøy Allé
"Karenslyst allé 3B, 0278 Oslo",7990000,68000,211092,8269092,3952,Leilighet,Eier (Selveier),2,88 m²,88 m²,6,1999,E - mørkegrønn,"Skøyen: Gjennomgående, attraktiv 3-roms med 2 balkonger, garasjeplass, gasspeis og heis. Svært sentralt!",Nordvik Bygdøy Allé
"Niels Juels gate 36C, 0272 Oslo",5650000,150892,5800892,2120,0,Leilighet,Eier (Selveier),1,40 m²,40 m²,4,1936,F - gul,Lekker og tiltalende 2-roms topp-/endeleilighet - Privat takterrasse på 45 kvm - Meget gode solforhold og nydelig utsikt,Nordvik Bygdøy Allé
"Framnesveien 10, 0270 Oslo",13000000,42000,335692,13377692,5076,Leilighet,Eier (Selveier),3,128 m²,128 m²,4,1898,G - oransje,"Nyoppusset og lys 4-roms hjørneleil. m/vestvendt balkong. God takhøyde, stukkatur, rosetter, to bad og ildsted. P-plass",Nordvik Bygdøy Allé
"Grønnegata 7, 0350 Oslo",4800000,93880,131962,5025842,2715,Leilighet,Eier (Selveier),1,43 m²,43 m²,6,1975,E - rød,"HOMANSBYEN - Tiltalende 2-roms selveierleilighet - Solrik balkong - Garasjeplass - Heis - Sentral, men rolig beliggenhet",Nordvik Bygdøy Allé
"Claude Monets alle 21, 1338 Sandvika",7950000,68150,210092,8228242,7209,Leilighet,Eier (Selveier),3,107 m²,107 m²,3,1998,C - lysegrønn,Unik mulighet! Flott 4-roms med 2 uteplasser. Nyoppusset 2021. Trappefri adkomst. Heis. Garasje. God beliggenhet!,Nordvik Bærum
"Konggata 53B, 3019 Drammen",800000,578000,8032,1386032,6736,Leilighet,Andel,1,32 m²,32 m²,2,1935,F - rød,Fin 2-roms andelsleilighet i 2. etasje med balkong og parkeringsmuligheter - Gangavstand til sentrum.,Nordvik Drammen
"Godheimveien 33, 3440 Røyken",2990000,84392,3074392,11865,0,Leilighet,Eier (Selveier),1,63 m²,63 m²,1,1989,F - rød,Lekker eierleilighet med god beliggenhet - Moderne kjøkken fra 2019 - Usjenerte uteplasser - Garasje - Sentralt,Nordvik Drammen
"St. Jørgens vei 20, 0662 Oslo",8500000,220000,8626,8728626,4035,Leilighet,Andel,3,114 m²,122 m²,1,1955,G - rød,"Attraktiv 5-roms over 2 plan med solrik terrasse på 34m², balkong på 8m², 3 sov, 2 bad, peis og utsikt. Ingen dok.avg.",Nordvik Frogner
"Frognerveien 20B, 0263 Oslo",11900000,176000,8032,12084032,5334,Leilighet,Andel,3,94 m²,94 m²,5,1938,F - mørkegrønn,Påkostet(2021) og gjennomgående 4-r - Heis - 3 solrik balkonger - Varmtvann/fyring inkl - Ingen dok.avg - Rolig og fritt,Nordvik Frogner
"Huitfeldts gate 15, 0253 Oslo",4790000,3557,129462,4923019,2271,Leilighet,Eier (Selveier),1,43 m²,43 m²,2,2017,B - mørkegrønn,"Påkostet, arealeffektiv og særpreget 2-roms selveier - Tegnet av Jensen & Skodvin Ark. - Heis - Felles takterrasse!",Nordvik Frogner
"Hoffsveien 65B, 0377 Oslo",6790000,4000,179492,6973492,2405,Leilighet,Eier (Selveier),2,68 m²,2,2016,B - rød,,"Meget attraktiv 3-r selveier fra 2016, med stor og solrik balkong. Heis. Garasjeplass(EL). Usjenert. Trappefri adkomst!",Nordvik Frogner
"Kristine Bonnevies vei 16, 0592 Oslo",3350000,11145,85362,3446507,1993,Leilighet,Eier (Selveier),1,47 m²,47 m²,2,1964,G - rød,Nydelig 2-roms leilighet - Sydvest-vendt terrasse på hele 17 m² - Lave felleskostnader - Barnevennlig område - Utsikt,Nordvik Grünerløkka
"Malerhaugveien 32C, 0661 Oslo",7600000,672000,1132,8273132,4689,Leilighet,Andel,2,86 m²,90 m²,1,2019,C - mørkegrønn,Lekker og lys 3-(4)r endeleil. Terrasse på hele 47 m² med nydelig utsikt Garasjeplass m/lader. Fjernvarme. IN-ordning,Nordvik Løren
"Geitmyrsveien 40, 0455 Oslo",4990000,1088,126112,5117200,2098,Leilighet,Eier (Selveier),1,42 m²,44 m²,2,2001,C - rød,"Lys og romslig 2-r selveier med balkong, heis og garasjeplass - Attraktiv beliggenhet v/parken",Nordvik Løren
"Blomstervegen 17, 2005 Rælingen",2790000,3823,15526,2809349,2901,Leilighet,Andel,1,55 m²,55 m²,3,1972,F - rød,"Lys og fin 2,5-roms med solrik balkong - Kjøkken fra 2019 - Gode p-muligheter - Lav fellesgjeld!",Nordvik Lørenskog
"Elisabeth Grannemans vei 10, 1461 Lørenskog",4200000,114642,4314642,2609,0,Leilighet,Eier (Selveier),2,63 m²,63 m²,6,2017,D - mørkegrønn,"Lekker 3-roms toppleilighet med romslig og solrik balkong - Garasje - Sentralt og attraktivt område - Nærhet til ""alt""!",Nordvik Lørenskog
"Sars' gate 31G, 0562 Oslo",4190000,269287,19520,4478807,5245,Leilighet,Aksje,1,54 m²,54 m²,4,1940,F - mørkegrønn,"Lys og gjennomgående 2(3)-roms med solrik, sørvendt balkong. Utsikt over Botanisk hage. V.vann og fyring ink. Heis",Nordvik Majorstuen
"Gamle Bjørntvedtveg 11D, 3734 Skien",1790000,54392,1844392,2100,10201,Leilighet,Eier (Selveier),2,68 m²,72 m²,2,1994,E - rød,Lettstelt 3-roms selveierleilighet med god planløsning. Skjermet og trafikkstille beliggenhet med vestvendt balkong.,Nordvik Skien & Porsgrunn
"Wessels gate 8, 0165 Oslo",4650000,15782,4665782,3289,0,Leilighet,Andel,2,54 m²,56 m²,2,1940,,Lys og flott 3-roms beliggende i 2. etasje - Varmtv./fyring/fibernett inkl. - Ingen fellesgjeld - Standard fra 2007/08,Nordvik St.Hanshaugen
"Bjerregaards gate 19, 0172 Oslo",3490000,114000,15526,3619526,3571,Leilighet,Andel,1,31 m²,39 m²,5,1961,G - mørkegrønn,Stilren & lys toppleil. med en fantastisk innglasset balkong på 7m²|V.vann & fyring ink|Heis|Rålekkert bad fra 2021!,Nordvik Ullevål
"Sofienberggata 35B, 0558 Oslo",4475000,425000,8032,4908032,2920,Leilighet,Andel,1,50 m²,50 m²,3,2019,B - mørkegrønn,Ny og moderne 2-roms fra 2019 | Balkong | Gjennomgående | God planløsning | Superb beliggenhet,Nordvik Ullevål
"Bølerlia 63, 0691 Oslo",4050000,86827,15482,4152309,4226,Leilighet,Andel,2,69 m²,69 m²,2,1957,F - mørkegrønn,"Rålekker 3-roms leilighet, med god planløsning|Totaloppusset i 2018 |God intern beliggenhet|V.v og fyring inkl.",Nordvik Østensjø
"Havreveien 71, 0680 Oslo",4500000,62000,15526,4577526,4293,Leilighet,Andel,2,68 m²,75 m²,3,1963,D - rød,"RÅFLOTT 3-ROMS| God standard (pusset opp i 2018-2020)|Solrik syd/-vestvendt, innglasset balkong |Nytt utvidet bad 2019",Nordvik Østensjø
"Bjartveien 2A, 0687 Oslo",5300000,329000,15526,5644526,4992,Leilighet,Andel,3,78 m²,81 m²,1,1954,E - lysegrønn,4-r over 2 plan|God intern beliggenhet|Rekkehusfølelse med egen inngang|Barnevennlig tun|V.v og fyring inkl.,Nordvik Østensjø
"Rugveien 44, 0679 Oslo",2870000,114000,15526,2999526,2472,Leilighet,Andel,0,33 m²,33 m²,8,1960,C - gul,PERFEKT FØRSTEGANGSKJØP | Lekker og arealeffektiv 1-roms | Flytt rett inn | Varmtvann og fyring inkl | Sentrumsnært,Nordvik Østensjø
"Neuberggata 4B (inngang fra Elsters gate), 0367 Oslo",8500000,74716,215740,8790456,3758,Leilighet,Eier (Selveier),2,91 m²,93 m²,2,1898,G - oransje,Klassisk 4-roms m/herlig sydvestvendt balkong og peis. God takhøyde - 3 stuer på rad - Idyllisk bakgård og rolig område,Notar Oslo
"Rødtvetveien 35, 0955 Oslo",2440000,57927,1162,2499089,2183,Leilighet,Andel,0,39 m²,39 m²,6,1961,F - mørkegrønn,Romslig 1(2)-roms med stort potensiale! Oppussingsobjekt - Ingen forkjøpsrett - Flott beliggenhet - Skap ditt drømmehjem,Notar Oslo
"Frydenbergveien 46D, 0575 Oslo",3790000,101122,3891122,2344,0,Leilighet,Eier (Selveier),1,40 m²,43 m²,2,1902,C - mørkegrønn,"Lys og lekker 2-roms selveierleilighet fra 2020 - Flytt rett inn - Hvitevarer følger - Stor takterrasse - Fjernvarme, in",Notar Oslo
"Thereses gate 35B, 0354 Oslo",2950000,16720,2966720,2616,0,Leilighet,Aksje,1,32 m²,32 m²,2,1923,F - mørkegrønn,"Lys, luftig og moderne 2-R med ""alt"" inkl. i felleskost. 13 felles balkonger. Heis. Ingen fellesgjeld. Midt i smørøyet!",Notar Oslo
"Skiparviklia 20, leilighet B2-301, 5221 Nesttun",9100000,228842,9328842,4461,0,Leilighet,Eier (Selveier),3,107 m²,111 m²,2021,Eiet,,Nydelig innholdsrik helt ny toppleilighet med fantastisk solrik terrasse på 61 kvm og vakker utsikt over Nordåsvannet,PROAKTIV PROSJEKTMEGLING AS
"Kloppedalsvegen 19, 5232 Paradis",3190000,87992,3277992,1100,10836,Leilighet,Eier (Selveier),2,71 m²,71 m²,1,1939,,"Innholdsrik 3-roms selveier med solrik veranda, stor felles hage og egen privat garasje.",PROAKTIV PROSJEKTMEGLING AS
"Uelands gate 38, 0457 Oslo",7700000,248082,8060,7956142,5950,Leilighet,Andel,2,101 m²,101 m²,3,1927,G - oransje,Delikat og gjennomgående toppleilighet o/ to plan med vestvendt balkong og peis - Sentral beliggenhet,PrivatMegleren Allé
"Ensjøveien 21 D, 0655 Oslo",6190000,166292,6356292,3024,0,Leilighet,Eier (Selveier),2,70 m²,73 m²,4,2018,C - mørkegrønn,"Stilren og gjennomgående 3-roms selveier med heis, balkong, vannbåren gulvvarme og svært god beliggenhet.",PrivatMegleren Aveny
"Munkedamsveien 72B, 0270 Oslo",6990000,186292,7176292,2710,0,Leilighet,Eier (Selveier),2,76 m²,76 m²,5,1950,G - rød,3-roms toppleilighet med stor og solrik balkong med sjøutsikt - Peis - Parkeringsleie - Lave felleskostnader,PrivatMegleren Aveny
"Weidemanns vei 17D, 7043 Trondheim",3650000,116570,3766570,300,16886,Leilighet,Eier (Selveier),2,72 m²,72 m²,2,1932,G - oransje,Leilighet på 72m² med 60m² tilleggsareal på loft. Veranda. Meget attraktiv beliggenhet.,PrivatMegleren Benum & Johansen
"Rødknapplia 25C, 4025 Stavanger",3290000,154427,8032,3452459,5864,Leilighet,Andel,2,77 m²,80 m²,1,1994,E - rød,Innbydende leilighet med fin utsikt. God standard. Kjekk plassering i øverste rekke.,PrivatMegleren Bergesen & Partnere
"Storengveien 92, 1368 Stabekk",8750000,231178,8060,8989238,6961,Leilighet,Andel,3,124 m²,124 m²,2,1886,F - oransje,5- roms herskapelig leilighet på Stabækhøi - Lekre og særegne detaljer - Fjordutsikt - Vakker hage - Bør oppleves!,PrivatMegleren Børke & Partners
"Schweigaards gate 54A, 0656 Oslo",6000000,168978,165770,6334748,6907,Leilighet,Eier (Selveier),5,88 m²,88 m²,4,1891,G - rød,Perfekt utleieobjekt - 5 soverom - Månedlige inntekter ca 32.000,PrivatMegleren Børke & Partners
"Grefsenveien 21C, 0482 Oslo",2850000,1184,82840,2934024,2089,Leilighet,Eier (Selveier),27 m²,27 m²,1,1936,G - rød,,Lys og arealeffektiv 1-roms leilighet - Perfekt førstegangskjøp - Lave felleskost m.v.v/fyring/internett inkl.,PrivatMegleren Børke & Partners
"Lilleruts vei 71, 1364 Fornebu",8700000,229070,8929070,3851,0,Leilighet,Eier (Selveier),2,85 m²,88 m²,3,2011,C - mørkegrønn,Eksklusiv og påkostet 3-roms m/ 2 bad - Flott sjøutsikt og gode solforhold - Garasje - Heis - Oppvarming/varmtvann inkl.,PrivatMegleren Børke & Partners
"Kroksveien 31, 3050 Mjøndalen",2490000,73820,2563820,2300,0,Leilighet,Eier (Selveier),2,75 m²,75 m²,2,1997,D - oransje,"Hyggelig 3-roms selveier med sentral beliggenhet - Solrik, sydvendt terrasse - Gangavstand til sentrum",PrivatMegleren Drammen
"Åkerveien 11 C, 3024 Drammen",2590000,174539,8060,2772599,3654,Leilighet,Andel,1,47 m²,47 m²,1,1957,G - oransje,Lekker 2-roms endeleilighet med terrasse - Nytt kjøkken - Bad fra 2017 - Ildsted - Felles parkeringsplass - Sentralt.,PrivatMegleren Drammen
"Tjuvholmen Allé 21, 0252 Oslo",24800000,631570,25431570,9268,0,Leilighet,Eier (Selveier),2,138 m²,138 m²,5,2012,C - mørkegrønn,Eksklusiv hjørneleilighet | Spektakulær fjordutsikt | 2 soverom og 2 bad | 2 Sommerterrasser og 2 balkonger | 2 garasjer,PrivatMegleren Dyve & Partnere
"Olav Aukrusts vei 2E, 0785 Oslo",10500000,92200,276370,10868570,4257,Leilighet,Eier (Selveier),3,126 m²,126 m²,2,1980,F - rød,Eksklusiv og usjenert 4-r endeleilighet med solrik terrasse og vidstrakt utsikt - Gasspeis - 3 sov - 2 bad - Garasje,PrivatMegleren Dyve & Partnere
"Geitmyrsveien 27, 0171 Oslo",6290000,7961,168990,6466951,3312,Leilighet,Eier (Selveier),2,58 m²,58 m²,3,1969,,Lys 3-roms topp/endeleilighet i 3.etasje med solrik balkong - Skjermet beliggenhet - *Garasjeleie,PrivatMegleren Dyve & Partnere
"Mjugbakken 5, 4048 Hafrsfjord",2190000,267017,15526,2472543,4643,Leilighet,Andel,2,72 m²,88 m²,3,1984,F - rød,"Svært pen 3-roms med heisadkomst, kjøkken fra 2019, god utsikt og innglasset balkong. Landlig, men sentral beliggenhet.",PrivatMegleren Haferkamp & Partnere
"Løkkeveien 16B, 4008 Stavanger",2350000,70292,2420292,495,5086,Leilighet,Eier (Selveier),1,47 m²,47 m²,2,1890,G - rød,"Lys, pen og tidsriktig 2-roms endeleilighet med gangavstand til sentrum. Solrik balkong og parkeringsmuligheter.",PrivatMegleren Haferkamp & Partnere
"Mariabakken 10, 4034 Stavanger",3000000,356306,15526,3371832,5325,Leilighet,Andel,2,103 m²,103 m²,1,1989,F - rød,"Stor, attraktiv 3-roms omfattende oppgradert i 2020. Parkering i carport og skjermet markterrasse. Nærhet til det meste.",PrivatMegleren Haferkamp & Partnere
"Storhaugveien 19B, 4014 Stavanger",3450000,97792,3547792,480,8147,Leilighet,Eier (Selveier),2,86 m²,86 m²,2,1916,C - oransje,"Meget luftig, attraktiv og moderne 3-roms. Romslig terrasse og gode solforhold. Hems på 51 kvm gulvareal ikke medregnet",PrivatMegleren Haferkamp & Partnere
"Biskop Njåls gate 30B, 4010 Stavanger",2850000,82792,2932792,1960,0,Leilighet,Eier (Selveier),1,62 m²,63 m²,1,1988,E - oransje,"Romslig 2-roms hjørneleilighet med garasjeplass og solrik, privat terrasse. Egen inngang og flott, felles hage.",PrivatMegleren Haferkamp & Partnere
"Vestliveien 29 A, 1415 Oppegård",4475000,123440,4598440,1200,10532,Leilighet,Eier (Selveier),2,103 m²,111 m²,1991,D - oransje,,"Stor, luftig og innholdsrik selveierleilighet over 2 plan - Vestvendt veranda på 25 kvm - Dobbelgarasje - Mye potensial!",PrivatMegleren Kvadrat
"Fritzøe Brygge 5 E, 3264 Larvik",4450000,122792,4572792,2489,10954,Leilighet,Eier (Selveier),2,78 m²,85 m²,2004,D - rød,,Fritzøe Brygge - Pen 3-roms selveier med sydvestvendt balkong og nydelig sjøutsikt. Heis og garasjeplass.,PrivatMegleren Larvik
"Frognerveien 4, 2016 Frogner",3250000,2016,92670,3344686,2892,Leilighet,Eier (Selveier),2,61 m²,61 m²,2,2003,D - rød,"Tiltalende 3-roms selveier med kjøkken fra 2019. Vestvendt balkong, heis og garasjeplass. Svært sentral beliggenhet.",PrivatMegleren Lillestrøm
"Dueveien 9, 2016 Frogner",3190000,91120,3281120,2042,0,Leilighet,Eier (Selveier),1,44 m²,48 m²,1987,B - rød,,"Moderne, ""ny"" 2-roms selveier i høy 1.etg med god standard - Vestvendt balkong på ca. 12 kvm - Sentral beliggenhet!",PrivatMegleren Lillestrøm
"Fredrik Solies vei 13, 1523 Moss",2500000,254219,15553,2769772,4922,Leilighet,Andel,2,72 m²,72 m²,2,1958,G - oransje,"Ørejordet, Moss - Flott 3-roms leilighet med god standard. Perfekt førstegangskjøp!",PrivatMegleren Moss
