Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Maridalsveien 64J, 0458 Oslo",4275000,119000,8658,4275000,3837.0,Andel,1,59.0,59.0,4,1932,F - lysegrønn,Meget pen og innbydende 2-roms med god standard - Populær bygård - Skjermet beliggenhet - Fyring og Vv. inkl.,EiendomsMegler 1 Stovner,0,0,0,0,0,0,0,Oslo,89,EiendomsMegler 1,9.0,0,1,0
"Vestlisvingen 74, 0969 Oslo",3990000,115000,101124,3990000,4700.0,Selveier,3,109.0,109.0,1,1971,F - rød,Rålekker og oppusset 4-r selveier - Trappefri adkomst - 2 bad - 2 solrike balkonger m/ utsikt - Garasje m/elbillader,EiendomsMegler 1 Stovner,1,1,1,0,0,0,0,Oslo,50,EiendomsMegler 1,6.0,0,0,1
"Alingsåsveien 7, 2013 Skjetten",2850000,74543,8658,2850000,3519.0,Andel,1,51.0,69.0,4,1974,F - rød,SKJETTEN - Flott 2-roms andelsleilighet i blokkens topp etasje. Stor innglasset balkong | Garasjeplass | Sentralt,EiendomsMegler 1 Strømmen,1,0,1,0,0,1,0,Skjetten,47,EiendomsMegler 1,6.0,0,1,0
"Ivar Aasens vei 11, 2013 Skjetten",4250000,107624,0,4357624,448.43333333333334,Selveier,3,105.0,105.0,2,1958,F - gul,"Moderne, pen og unik halvpart i meget barnevennlig område. Med to solrike uteplasser, hagedel, høy standard og garasje",EiendomsMegler 1 Strømmen,0,0,1,0,0,0,0,Skjetten,63,EiendomsMegler 1,10.0,0,0,1
"Klosterhagen 38, 3732 Skien",2995000,2845000,1235,2995000,7340.0,Andel,2,106.0,112.0,5,2019,C - gul,Flott leilighet i 5.etg. med 2 solrike balkonger med super utsikt - 2 bad og eget vaskerom - sterkt nedsatt pris,EiendomsMegler 1 Telemark - Skien,1,1,0,0,0,0,0,Skien,2,EiendomsMegler 1,24.0,0,1,0
"Selvbyggerveien 189, 0591 Oslo",3790000,60000,97624,3790000,4175.0,Selveier,2,67.0,67.0,3,1955,G - mørkegrønn,3-roms selveier i toppetasjen - Balkong med en av byens flotteste utsikter - Gode solforhold - Moderniseringsbehov,EiendomsMegler 1 Tonsen,1,1,0,0,0,0,0,Oslo,66,EiendomsMegler 1,3.0,0,0,1
"Kristine Bonnevies vei 10, 0592 Oslo",3400000,86374,0,3486374,359.89166666666665,Selveier,1,43.0,43.0,1,1964,F - rød,"2-roms selveier, endeleilighet med stor balkong ca. 12kvm. God planløsning. Flott beliggenhet inntil marka.",EiendomsMegler 1 Tonsen,1,0,0,0,0,0,0,Oslo,57,EiendomsMegler 1,6.0,0,0,1
"Frydenbergveien 56, 0575 Oslo",3700000,93874,0,3793874,391.14166666666665,Selveier,1,37.0,37.0,1,2010,D - mørkegrønn,Hyggelig 2-roms hjørneleilighet med terrasse og hage - Nytt fra 2010 - A-konto varmtvann/fjernvarme inkl.,EiendomsMegler 1 Torshov,0,0,0,0,0,0,0,Oslo,11,EiendomsMegler 1,17.0,0,0,1
"Sole allé 55, 1540 Vestby",3250000,82670,0,3332670,209.33333333333331,Selveier,1,52.0,62.0,4,2013,B - rød,"Privatbud akseptert! Visning avlyst. Lys, luftig og lekker 2-roms leilighet i 4. etg. *Heis *Garasjeplass *Innglasset",EiendomsMegler 1 Vestby/Son,0,0,1,1,0,0,0,Vestby,8,EiendomsMegler 1,26.0,0,0,1
"Sjøsiden 91, 7130 Brekstad",1200000,1620000,960,1200000,5368.0,Andel,2,62.0,62.0,1,2019,C - mørkegrønn,3-roms fra 2019 | Balkong på 19 kvm | Sjøutsikt| Garasjeplass| TG 0/1 på alle punkt.,EiendomsMegler 1 avd. Fosen/Rissa,1,1,1,0,0,0,0,Brekstad,2,EiendomsMegler 1,22.0,0,1,0
"Julianus Holms veg 26, 7041 Trondheim",2750000,69920,0,2819920,646.6666666666666,Selveier,1,40.0,40.0,3,2015,B - mørkegrønn,Lekker 2-roms selveierleilighet fra 2015 i 3. etg - Sørvestvendt og solrik balkong - TG1 på bad og kjøkken - Fjernvarme,EiendomsMegler 1 avd. Grilstadporten,1,0,0,0,0,0,0,Trondheim,6,EiendomsMegler 1,28.0,0,0,1
"Fillvågveien 33, 7240 Hitra",3490000,88420,0,3578420,368.4166666666667,Selveier,4,118.0,122.0,2,2016,D - oransje,Endeleilighet over to plan med idyllisk beliggenhet ved sjøkanten - Båtplassleie - God standard - 4 soverom,EiendomsMegler 1 avd. Hitra/Frøya,0,0,0,0,0,0,0,Hitra,5,EiendomsMegler 1,16.0,0,0,1
"Hærnøsandveien 41 C, 6514 Kristiansund N",1350000,1312045,960,1350000,6029.0,Andel,3,109.0,109.0,1,2007,D - rød,BUD MOTTATT! Meget pen terrasseleilighet med carport - 3 soverom - Flott uteområde,EiendomsMegler 1 avd. Kristiansund,0,0,0,0,0,0,0,N,14,EiendomsMegler 1,15.0,0,1,0
"Milnveien 26 C, 6512 Kristiansund N",1290000,8454,0,1298454,35.225,Andel,2,64.0,66.0,2,1971,E - oransje,Visning (påmelding) Mandag 28.06 kl 17.00 3-roms leilighet i 2.etasje - fin utsikt - vedfyring,EiendomsMegler 1 avd. Kristiansund,0,1,0,0,0,0,0,N,50,EiendomsMegler 1,11.0,0,1,0
"Kirkegata 8, 6516 Kristiansund N",1650000,41250,0,1691250,171.875,Selveier,2,86.0,86.0,0,1948,G - gul,"Selveierleilighet med stor veranda, havneutsikt og parkering!",EiendomsMegler 1 avd. Kristiansund,0,1,0,0,1,0,0,N,73,EiendomsMegler 1,5.0,0,0,1
"Parallellen 25, 7081 Sjetnemarka",2850000,72420,0,2922420,301.75,Selveier,2,67.0,70.0,1,2006,E - rød,Flott 3-roms hjørneleilighet fra 2006. Stor og solrik terrasse. Carport. Flotte fellesarealer. Livsløpsstandard.,EiendomsMegler 1 avd. Lerkendal,0,0,0,0,0,0,0,Sjetnemarka,15,EiendomsMegler 1,10.0,0,0,1
"Stjørdalsveien 17, 7066 Trondheim",4890000,123420,0,5013420,2249.6666666666665,Selveier,2,72.0,76.0,4,2017,C - mørkegrønn,Attraktiv 3-roms hjørneleilighet - Sørvendt veranda på 20 kvm - Ingen innsyn - Fjernvarme - Heis - P-plass m/ladepunkt,EiendomsMegler 1 avd. Lerkendal,0,0,0,1,0,0,0,Trondheim,4,EiendomsMegler 1,22.0,0,0,1
"Rådhusvegen 31, 7224 Melhus",2790000,300000,0,3090000,1250.0,Andel,2,65.0,69.0,2,2003,D - rød,MELHUS SENTRUM - Flott 3-roms leilighet med gangavstand til alle tilbud i sentrum. Vesentlig oppusset. Bl.a nytt bad,EiendomsMegler 1 avd. Melhus,0,0,0,0,0,1,0,Melhus,18,EiendomsMegler 1,15.0,0,1,0
"Bjørnstjerne Bjørnsons veg 98 B, 6410 Molde",4300000,108670,0,4408670,1787.0833333333333,Selveier,2,94.0,98.0,1,2011,C - oransje,"Bjørset- Stor, pen 3-roms leilighet med 2 bad, heis og garasjeplass",EiendomsMegler 1 avd. Molde,0,0,1,1,0,0,0,Molde,10,EiendomsMegler 1,21.0,0,0,1
"Orkdalsveien 564, 7320 Fannrem",2750000,69920,0,2819920,733.4166666666666,Selveier,3,118.0,118.0,1,1970,C - rød,Stor og innbydende 4 roms leilighet med sentral beliggenhet på Fannrem | 3 soverom | terrasse | garasjeplass,EiendomsMegler 1 avd. Orkanger,0,0,1,0,0,0,0,Fannrem,51,EiendomsMegler 1,20.0,0,0,1
"Kongens gate 3, 7715 Steinkjer",1990000,50920,0,2040920,1093.25,Selveier,3,100.0,101.0,0,2003,D - gul,"Sentrum - Attraktiv 4-roms usjenert, i toppetasje. Vestvendt takterrasse. Garasje. Peis og varmepumpe.",EiendomsMegler 1 avd. Steinkjer,0,0,1,0,0,1,0,Steinkjer,18,EiendomsMegler 1,19.0,0,0,1
"Nedre Hjelmeset 5 C, 6091 Fosnavåg",2100000,53670,0,2153670,223.625,Selveier,2,80.0,80.0,2,1998,E - rød,Pen leilighet beliggende i 2. etasje | 2 soverom | Garasjeplass | Sentral beliggenhet,EiendomsMegler 1 avd. Søre Sunnmøre,0,0,1,0,0,0,0,Fosnavåg,23,EiendomsMegler 1,10.0,0,0,1
"Heggdalsringen 65, 7049 Trondheim",3150000,79920,0,3229920,700.0,Selveier,1,40.0,40.0,4,2019,B - mørkegrønn,Pen og moderne 2- roms med attraktiv beliggenhet i 4. etg| Fantastiske sol- og utsiktsforhold| Parkering| TG 0 på alt,EiendomsMegler 1 avd. Trondheim Nord Øst/Lade,0,1,0,0,1,0,0,Trondheim,2,EiendomsMegler 1,28.0,0,0,1
"Prinsens gate 61, 7011 Trondheim",1750000,274491,960,1750000,3871.0,Andel,4,23.0,23.0,0,2005,C - mørkegrønn,Lys og innbydende 1-roms midt i sentrum - Heis i bygget - Felles takterrasse - Ypperlig for førstegangskjøpere,EiendomsMegler 1 avd. Trondheim Nord Øst/Lade,0,0,0,1,0,1,0,Trondheim,16,EiendomsMegler 1,22.0,0,1,0
"Brøsetvegen 186 B, 7050 Trondheim",990000,495665,960,990000,9173.0,Andel,1,39.0,39.0,2,1972,E - mørkegrønn,Pen 2-roms med god planløsning - Heis - Alt inkludert i felleskostnader - Kort vei til en rekke studiesteder,EiendomsMegler 1 avd. Trondheim Nord Øst/Lade,0,0,0,1,0,0,0,Trondheim,49,EiendomsMegler 1,12.0,0,1,0
"Julianus Holms veg 58, 7041 Trondheim",2990000,75920,0,3065920,458.3333333333333,Selveier,1,45.0,49.0,3,2016,B - mørkegrønn,Lekker & moderne 2-roms selveier i 3.etg | Byggeår 2016 | Kjøkken & bad TG0 | Balkong | Heis | Lave felleskost | Bod,EiendomsMegler 1 avd. Trondheim Sentrum,1,0,0,1,0,0,0,Trondheim,5,EiendomsMegler 1,28.0,0,0,1
"Rønningsvegen 27, 7045 Trondheim",4200000,106170,0,4306170,1200.0,Selveier,3,81.0,81.0,2,1953,G - oransje,Lekker 1/4-part på 81 kvm over 2 plan - TG 1 på bad og kjøkken - Vestvendt balkong - Parkering - Stor felles hage,EiendomsMegler 1 avd. Trondheim Sentrum,1,0,0,0,1,0,0,Trondheim,68,EiendomsMegler 1,2.0,0,0,1
"Schultz gate 8, 7013 Trondheim",3190000,21472,81440,3190000,2206.0,Selveier,1,36.0,36.0,2,1902,F - rød,Pen & sjarmerende 2-roms selveier i hjertet av sentrum | Kjøkken & bad (2007) TG1 | Balkong & takterrasse | Heis!,EiendomsMegler 1 avd. Trondheim Sentrum,1,0,0,1,0,1,0,Trondheim,119,EiendomsMegler 1,6.0,0,0,1
"Udbyes gate 7, 7030 Trondheim",1790000,712000,8454,1790000,6900.0,Andel,1,57.0,57.0,4,1917,G - rød,Flott og lys 2-roms andelsleilighet - Solrik balkong - Heis - Sentrumsnær og attraktiv beliggenhet - Innflytningsklar!,EiendomsMegler 1 avd. Trondheim Sentrum,1,0,0,1,0,1,0,Trondheim,104,EiendomsMegler 1,1.0,0,1,0
"Hørløcks veg 4 B, 7058 Jakobsli",2290000,295212,8454,2290000,4413.0,Andel,1,55.0,55.0,3,1962,G - rød,LYS OG FLOTT 2-ROMS LEILIGHET I ET ATTRAKTIVT BOLIGOMRÅDE | Kjøkken 2013 (TG1) | Balkong 6 kvm | 3.etasje,EiendomsMegler 1 avd. Trondheim Syd/Heimdal,1,0,0,0,0,0,0,Jakobsli,59,EiendomsMegler 1,1.0,0,1,0
"Saupstadringen 49 C, 7078 Saupstad",2350000,65000,6955,2350000,4230.0,Andel,2,78.0,79.0,4,1972,G - rød,STOR OG ATTRAKTIV 3-ROMS LEILIGHET I 4. ETG. MED SØRVENDT BALKONG. Kjøkken TG1. Veldrevet BL. Gode bussforbindelser.,EiendomsMegler 1 avd. Trondheim Syd/Heimdal,1,0,0,0,0,0,0,Saupstad,49,EiendomsMegler 1,1.0,0,1,0
"Anne Ekrens veg 5, 7080 Heimdal",2790000,70920,0,2860920,767.0,Selveier,1,44.0,44.0,1,2020,C - mørkegrønn,Strøken og moderne 2-roms fra 2020 i Heimdal Atrium | Fin beliggenhet | Parkeringsplass i oppvarmet p-kjeller | Heis,EiendomsMegler 1 avd. Trondheim Syd/Heimdal,0,0,0,1,1,0,0,Heimdal,1,EiendomsMegler 1,22.0,0,0,1
"Arne Fjellbus veg 10 A, 7033 Trondheim",2290000,316865,8454,2290000,5301.0,Andel,2,64.0,67.0,3,1974,F - rød,INNBYDENDE OG FLOTT 3-ROMS I TOPPETASJE - Kjøkken TG1 - Varmtvann inkl. i husleie -Balkong m/ utsikt -Nært NTNU og marka,EiendomsMegler 1 avd. Trondheim Syd/Heimdal,1,1,0,0,0,0,0,Trondheim,47,EiendomsMegler 1,6.0,0,1,0
"Balders veg 4 B, 7033 Trondheim",1790000,153790,8454,1790000,3278.0,Andel,1,37.0,37.0,0,1965,G - rød,Oppussingsobjekt i et attraktivt område på Nardo - Sørvestvendt balkong - Nærhet til NTNU,EiendomsMegler 1 avd. Trondheim Syd/Heimdal,1,0,0,0,0,0,0,Trondheim,56,EiendomsMegler 1,1.0,0,1,0
"Odenseveien 11, 7020 Trondheim",2490000,118427,8454,2490000,3183.0,Andel,1,54.0,54.0,1,1960,E - oransje,Lys og tiltalende 2-roms endeleilighet på 54 m² | Sørvendt balkong | Bymarka like ved | Ingen dokumentavgift!,EiendomsMegler 1 avd. Trondheim Vest/Byåsen,1,0,0,0,0,0,0,Trondheim,61,EiendomsMegler 1,11.0,0,1,0
"Giskegata 35, 6005 Ålesund",2130000,54420,0,2184420,226.75,Selveier,1,66.0,66.0,2,1906,G - rød,Ta kontakt for visning! Pen 2-roms leilighet med loft. Oppusset i 2012. TG1 på bad og kjøkken. Gangavstand til sentrum!,EiendomsMegler 1 avd. Ålesund - St. Olavs Plass,0,0,0,0,0,1,0,Ålesund,115,EiendomsMegler 1,1.0,0,0,1
"Fredsbergvegen 27, 6009 Ålesund",3400000,583000,960,3400000,5660.0,Andel,3,98.0,101.0,3,1978,E - rød,"Lys og fin 4-roms andelsleilighet med flott utsikt fra sydvendt balkong, parkeringskjeller og pent opparbeidet uteareal!",EiendomsMegler 1 avd. Ålesund - St. Olavs Plass,1,1,0,0,1,0,0,Ålesund,43,EiendomsMegler 1,10.0,0,1,0
"Kvernevikstemma 20, 5114 Tertnes",2890000,132336,960,2890000,5839.0,Andel,2,97.0,97.0,5,1977,E - mørkegrønn,"Nydelig og modernisert 3(4) roms leilighet i 5 etasje, via hovedinngang 3etg. Oppusset i 2015. Kort vei til skole, buss.",EiendomsMegler 1 Åsane,0,0,0,0,0,0,0,Tertnes,44,EiendomsMegler 1,12.0,0,1,0
"Sandviksveien 49D, 5036 Bergen",2950000,535101,960,2950000,5541.0,Andel,2,57.0,57.0,2,1918,G - gul,Nydelig 3-roms hjørneleilighet med 2 altaner og sjøgløtt til Byfjorden. Innvendig oppusset 2009/-21. Gåavstand til byen!,EiendomsMegler 1 Åsane,0,0,0,0,0,0,0,Bergen,103,EiendomsMegler 1,5.0,0,1,0
"Brunestykket 2, 5039 Bergen",2690000,110365,960,2690000,3373.0,Andel,1,53.0,53.0,1,1962,E - oransje,Nydelig 2-roms leilighet med vestvendt altan og vakker utsikt mot Byfjorden. Høy 1. etg. Rett v/Helleneset/badestrand.,EiendomsMegler 1 Åsane,0,1,0,0,0,0,0,Bergen,59,EiendomsMegler 1,11.0,0,1,0
"Dr. Dedichens vei 64, 0675 Oslo",2900000,76075,8658,2900000,2963.0,Andel,0,53.0,53.0,2,1972,E - gul,1-roms leilighet med lukket sovealkove - Balkong på ca. 13 m² med god utsikt over Groruddalen - Moderniseringsbehov,Eiendomsmegler 1 Bøler,1,1,0,0,0,0,0,Oslo,49,EiendomsMegler 1,14.0,0,1,0
"Frøyas vei 16, 1782 Halden",1300000,428049,1032,1300000,4134.0,Andel,1,44.0,57.0,1,1978,F - rød,"Hyggelig og lettstelt andelsleilighet med stor, innglasset balkong. Bad renovert i 2019.",Eiendomsmegler 1 Halden,1,0,0,0,0,0,0,Halden,43,EiendomsMegler 1,6.0,0,1,0
"Solbergskogen 3B, 3085 Holmestrand",2250000,458096,1130,2250000,5530.0,Andel,3,83.0,95.0,3,1971,F - rød,Lys og gjennomgående 4-roms leilighet i 3 etg. i Solbergsskogen Panorama - Fantastisk sjøutsikt - 2 balkonger,Eiendomsmegler 1 Holmestrand,1,1,0,0,0,0,0,Holmestrand,50,EiendomsMegler 1,6.0,0,1,0
"Bekkegaten 5, 3080 Holmestrand",3090000,78670,0,3168670,1083.5833333333333,Selveier,2,68.0,71.0,3,2013,C - rød,VISNING 27/6 - Delikat og lettstelt 3-roms selveierleilighet i Holmestrand sentrum. Parkeringsplass under tak. Heis,Eiendomsmegler 1 Holmestrand,0,0,0,1,1,1,0,Holmestrand,8,EiendomsMegler 1,20.0,0,0,1
"Dampsaga allé 64, 2053 Jessheim",4300000,108874,0,4408874,415.6666666666667,Selveier,2,73.0,76.0,4,2020,A - mørkegrønn,"Innbydende og moderne 3-roms selveier fra 2020 - Vestvendt, stor balkong - Garasjeplass - Heisadkomst - Nærhet til ""alt""",Eiendomsmegler 1 Jessheim,1,0,1,1,0,0,0,Jessheim,1,EiendomsMegler 1,32.0,0,0,1
"Doppesvingen 32, 3611 Kongsberg",2550000,65170,0,2615170,575.6666666666666,Selveier,2,70.0,73.0,2,2001,G - gul,"Tiltalende endeleilighet med attraktiv beliggenhet på solsiden i Kongsberg. Nyere bad, koselig uteplass og carport.",Eiendomsmegler 1 Kongsberg,0,0,0,0,0,0,0,Kongsberg,20,EiendomsMegler 1,5.0,0,0,1
"Stertebakke 7B, 3612 Kongsberg",1850000,24004,1210,1850000,2689.0,Andel,1,58.0,63.0,1,1979,E - rød,Lys og tiltalende leilighet i 1.etasje med garasjeplass og sentrumsnær beliggenhet,Eiendomsmegler 1 Kongsberg,0,0,1,0,0,1,0,Kongsberg,42,EiendomsMegler 1,10.0,0,1,0
"Nedre Borgvin 30, 3801 Bø i Telemark",1590000,9373,41445,1590000,1629.0,Selveier,1,50.0,53.0,2,1976,F - rød,Praktisk ende-leilighet i Nedre Borgvin. Fantastisk utsikt og gode solforhold.,Eiendomsmegler 1 Midt-Telemark og Notodden,0,1,0,0,0,0,0,Telemark,45,EiendomsMegler 1,6.0,0,0,1
"Stasjonsvegen 21B, 3800 Bø i Telemark",2450000,62502,0,2512502,1046.0,Selveier,4,70.0,74.0,2,1977,F - rød,"Lys og lettstelt 5-roms leilighet beliggende fint og attraktivt til i Bø sentrum, nærhet til det meste! Stort potensial.",Eiendomsmegler 1 Midt-Telemark og Notodden,0,0,0,0,0,1,0,Telemark,44,EiendomsMegler 1,6.0,0,0,1
"Helga Vaneks vei 7, 1281 Oslo",2990000,76124,0,3066124,317.18333333333334,Selveier,1,36.0,36.0,2,2016,B - mørkegrønn,Lys og arealeffektiv 2-roms selveier | V.vann og fyr inkl. (A-Konto) | Nærhet til kollektivtrafikk | Lav felleskostnad,Eiendomsmegler 1 Oslo Syd,0,0,0,0,0,0,0,Oslo,5,EiendomsMegler 1,28.0,0,0,1
"Kvistadbakkan 64 B, 7670 Inderøy",1790000,45920,0,1835920,478.0,Selveier,3,85.0,88.0,1,1992,E - gul,STOR LEILIGHET PÅ 85 KVM MED FANTASTISK UTSIKT | 3 sov | Gode solforhold | Attraktivt boligfelt |God parkeringsplass,Eiendomsmegler 1 avd. Verdal,0,1,0,0,1,0,0,Inderøy,29,EiendomsMegler 1,14.0,0,0,1
"Refsnesalleen 89A, 1518 Moss",1990000,52404,12760,1990000,2011.0,Andel,0,34.0,36.0,2,1964,F - rød,1-roms leilighet med fantastisk utsikt over Oslofjorden og solrik vestvendt uteplass.,GARANTI Eiendomsmegling Moss,0,1,0,0,0,0,0,Moss,57,GARANTI Eiendomsmegling,6.0,0,1,0
"Balsfjordvinden 6A, 9006 Tromsø",1950000,1047241,5060,1950000,8394.0,Andel,1,50.0,50.0,3,2004,E - mørkegrønn,"Meget flott 2-roms toppetasje med garasje, balkong og sentral beliggenhet på attraktive Bjerkaker!",GARANTI Eiendomsmegling Tromsø,1,0,1,0,0,0,0,Tromsø,17,GARANTI Eiendomsmegling,12.0,0,1,0
"Knausen 175, 9018 Tromsø",3230000,449861,12554,3230000,7209.0,Andel,3,102.0,109.0,4,1978,G - lysegrønn,Attraktiv og velholdt 4-roms med stor balkong og fantastisk utsikt i veletablert og barnevennlig borettslag!,GARANTI Eiendomsmegling Tromsø,1,1,0,0,0,0,0,Tromsø,43,GARANTI Eiendomsmegling,4.0,0,1,0
"Trollringen 96C, 9016 Tromsø",4070000,73401,110320,4070000,5019.0,Selveier,2,72.0,76.0,3,1995,F - oransje,Stilfull og moderne 3-roms toppetasje med garasje i et av Tromsøs mest populære områder.,GARANTI Eiendomsmegling Tromsø,0,0,1,0,0,0,0,Tromsø,26,GARANTI Eiendomsmegling,7.0,0,0,1
"Mosseveien 69, 1610 Fredrikstad",3700000,101519,0,3801519,422.99583333333334,Selveier,1,49.0,52.0,3,2021,A - mørkegrønn,Med orkesterplass til Seutelva | Splitter ny selveierleilighet med finesse! Sigdal-kjøkken | Garasje & heis | Utsikt!,GRIMSØEN & PARTNERS AS,0,1,1,1,0,0,0,Fredrikstad,0,GRIMSØEN & PARTNERS AS,32.0,0,0,1
"Skogveien 2, 1738 Borgenhaugen",3795000,110269,0,3905269,459.45416666666665,Selveier,3,127.0,127.0,2,1963,G - rød,Sjelden & unik selveierleilighet! 3 soverom | 2 bad | Flott balkong | God takhøyde | Garasje! Innflyttingsklar!,GRIMSØEN & PARTNERS AS,1,0,1,0,0,0,0,Borgenhaugen,58,GRIMSØEN & PARTNERS AS,1.0,0,0,1
"Lindesnes' gate 42B, 1707 Sarpsborg",1690000,124089,8009,1690000,3901.0,Andel,2,64.0,64.0,1,1962,G - oransje,3-roms hjørneleilighet med populær & sentral beliggenhet! 1. etg | Parkeringsplass | 2 soverom | Balkong!,GRIMSØEN & PARTNERS AS,1,0,0,0,1,0,0,Sarpsborg,59,GRIMSØEN & PARTNERS AS,2.0,0,1,0
"Kaptein Amlands vei 6B, 5161 Laksevåg",2650000,67592,0,2717592,658.3333333333334,Selveier,2,57.0,57.0,2,1949,C - rød,"LAKSEVÅG: Flott 3-roms eierleilighet med herlig altan, solrikt og utsikt mot Byfjorden og innseilingen til Bergen.",Garanti Eiendomsmegling Avd. Landås,0,1,0,0,0,0,0,Laksevåg,72,GARANTI Eiendomsmegling,20.0,0,0,1
"Nattlandsveien 14A, 5093 Bergen",2375000,236896,8625,2375000,4530.0,Andel,1,57.0,57.0,2,1938,G - oransje,"Romslig og flott 2-roms toppleilighet på hjørnet! 2 balkonger, utsikt og masse sol. 5 min. å gå til Haukeland Sykehus.",Garanti Eiendomsmegling Avd. Landås,1,1,0,0,0,0,1,Bergen,83,GARANTI Eiendomsmegling,2.0,0,1,0
"VARDEVEIEN 72 A, 5141 Fyllingsdalen",1950000,455533,8460,1950000,7554.0,Andel,3,80.0,80.0,4,1966,G - rød,VARDEN - 4-ROMS LEILIGHET,Grahl-Madsen & Co Advokatfirma AS,0,0,0,0,0,0,0,Fyllingsdalen,55,Grahl-Madsen & Co Advokatfirma AS,1.0,0,1,0
"Utsiravegen 5, 7045 Trondheim",3390000,92820,0,3482820,882.0,Selveier,2,67.0,67.0,1,1947,D - mørkegrønn,"Nyoppusset og lekker 3-roms selveier | Parkeringsplass | TG1 på bad og kjøkken | Nært ""alt"" | Lave fellesutgifter",Heimdal Eiendomsmegling AS avd Heimdal,0,0,0,0,1,0,0,Trondheim,74,Heimdal Eiendomsmeglin,17.0,0,0,1
"Gammelvegen 2, 7353 Børsa",1690000,50320,0,1740320,765.9166666666666,Selveier,1,35.0,35.0,2,2009,C - rød,Moderne arealeffektiv 2-roms selveier i Børsa sentrum | Sentral beliggenhet | Solfylt fellesterrasse | Heis,Heimdal Eiendomsmegling AS avd Heimdal,0,0,0,1,0,1,0,Børsa,12,Heimdal Eiendomsmeglin,20.0,0,0,1
"Nedre Flatåsveg 48A, 7099 Flatåsen",2090000,943645,5060,2090000,8545.0,Andel,3,126.0,133.0,0,1982,E - oransje,Koselig rekkehus over 3 plan - Solrike utearealer - Barnevennlig område - 3-4 sov - Utsikt,Heimdal Eiendomsmegling AS avd Heimdal,0,1,0,0,0,0,0,Flatåsen,39,Heimdal Eiendomsmeglin,11.0,0,1,0
"Persaunvegen 3, 7045 Trondheim",3990000,31732,108590,3990000,1700.0,Selveier,3,76.0,76.0,2,1937,G - oransje,Delikat 4-roms selveier med 2 p-plasser | Solfylt veranda | Peisovn og varmepumpe | Lave fellesutgifter | Sentralt,Heimdal Eiendomsmegling AS avd Heimdal,0,0,0,0,0,1,0,Trondheim,84,Heimdal Eiendomsmeglin,2.0,0,0,1
"Myrmannsvegen 6, 7088 Heimdal",2140000,56003,12554,2140000,3489.0,Andel,1,43.0,43.0,4,1971,F - rød,"Lekker 2-roms leilighet i toppetasjen, oppusset i 2018/19 | Solfylt og usjenert balkong | Sentrumsnært | Lav fellesgjeld",Heimdal Eiendomsmegling AS avd Heimdal,1,0,0,0,0,1,0,Heimdal,50,Heimdal Eiendomsmeglin,6.0,0,1,0
"Ladeveien 19, 7066 Trondheim",3750000,101820,0,3851820,1098.75,Selveier,2,54.0,59.0,1,2018,C - mørkegrønn,Lekker 3-roms selveier fra 2018 | Nybygg-garanti | Østvendt hage og markterrasse | Nærhet til busstopp og butikker,Heimdal Eiendomsmegling AS avd Melhus,0,0,0,0,0,0,0,Trondheim,3,Heimdal Eiendomsmeglin,22.0,0,0,1
"Sandgata 30C leil. 303, 7012 Trondheim",6390000,167820,0,6557820,1549.0,Selveier,2,90.0,104.0,3,1903,F - mørkegrønn,"Lekker og moderne hjørneleilighet på 104 m² i 3.etg, med fantastisk beliggenhet | 2 balkonger | Fjernvarme | Nært skoler",Heimdal Eiendomsmegling AS avd. Trondheim Sentrum,1,0,0,0,0,0,0,Trondheim,118,Heimdal Eiendomsmeglin,8.0,0,0,1
"Eirik Jarls gate 3A, 7030 Trondheim",5390000,142820,0,5532820,1165.6666666666667,Selveier,4,100.0,100.0,1,1936,D - mørkegrønn,Fin 1/4 part med særdeles god beliggenhet | 4 soverom | 2 bad | Balkong | Frodig og pent fellesareal,"Heimdal Eiendomsmegling AS, avd Høyskoleparken",1,0,0,0,0,0,0,Trondheim,85,Heimdal Eiendomsmeglin,17.0,0,0,1
"Innherredsveien 2C, 7042 Trondheim",4290000,115320,0,4405320,877.0,Selveier,2,63.0,63.0,4,2003,D - mørkegrønn,Lekker 3-roms selveier på Solsiden | Deilig balkong | P-plass i kjeller | Innflyttningsklar | Heisadkomst,"Heimdal Eiendomsmegling AS, avd Høyskoleparken",1,0,0,1,0,0,0,Trondheim,18,Heimdal Eiendomsmeglin,17.0,0,0,1
"Magnus Berrføtts veg 11, 7046 Trondheim",3490000,383038,5060,3490000,4209.0,Andel,3,90.0,109.0,12,1968,G - rød,Svært innholdsrik 4-roms med etterspurt beliggenhet i Valentinlyst BRL | 12 etasje og fenomenal utsikt | 109m² BRA,"Heimdal Eiendomsmegling AS, avd. Byåsen",0,1,0,0,0,0,0,Trondheim,53,Heimdal Eiendomsmeglin,1.0,0,1,0
"Bretlandsgata 65, 4009 Stavanger",2290000,17027,69434,2290000,2063.0,Selveier,1,38.0,38.0,2,2009,D - mørkegrønn,Lev enkelt - høy trivsel - kvalitet - byens råeste takterrasse i denne prisklassen?,Huus & Partners,0,0,0,0,0,0,0,Stavanger,12,Huus & Partners,17.0,0,0,1
